meta__run_name,meta__backbone_name,meta__head_type,meta__background,retrieval__all__bg_vs_jaguar__share_bg_better_rank,retrieval__all__bg_vs_jaguar__share_bg_better_rank1,retrieval__all__bg_vs_jaguar__share_bg_better_rank5,retrieval__all__bg_vs_jaguar__share_bg_better_margin,retrieval__all__bg_vs_jaguar__median_rank_delta_bg_minus_jag,retrieval__all__bg_vs_jaguar__mean_margin_delta_bg_minus_jag,retrieval__all__variants__orig__rank1,retrieval__all__variants__orig__rank5,retrieval__all__variants__orig__median_gold_rank,retrieval__all__variants__orig__mean_gold_rank,retrieval__all__variants__orig__mean_margin,retrieval__all__variants__jaguar_only__rank1,retrieval__all__variants__jaguar_only__rank5,retrieval__all__variants__jaguar_only__median_gold_rank,retrieval__all__variants__jaguar_only__mean_gold_rank,retrieval__all__variants__jaguar_only__mean_margin,retrieval__all__variants__bg_only__rank1,retrieval__all__variants__bg_only__rank5,retrieval__all__variants__bg_only__median_gold_rank,retrieval__all__variants__bg_only__mean_gold_rank,retrieval__all__variants__bg_only__mean_margin,retrieval__orig_rank1_correct__bg_vs_jaguar__share_bg_better_rank,retrieval__orig_rank1_correct__bg_vs_jaguar__share_bg_better_rank1,retrieval__orig_rank1_correct__bg_vs_jaguar__share_bg_better_rank5,retrieval__orig_rank1_correct__bg_vs_jaguar__share_bg_better_margin,retrieval__orig_rank1_correct__bg_vs_jaguar__median_rank_delta_bg_minus_jag,retrieval__orig_rank1_correct__bg_vs_jaguar__mean_margin_delta_bg_minus_jag,retrieval__orig_rank1_correct__variants__orig__rank1,retrieval__orig_rank1_correct__variants__orig__rank5,retrieval__orig_rank1_correct__variants__orig__median_gold_rank,retrieval__orig_rank1_correct__variants__orig__mean_gold_rank,retrieval__orig_rank1_correct__variants__orig__mean_margin,retrieval__orig_rank1_correct__variants__jaguar_only__rank1,retrieval__orig_rank1_correct__variants__jaguar_only__rank5,retrieval__orig_rank1_correct__variants__jaguar_only__median_gold_rank,retrieval__orig_rank1_correct__variants__jaguar_only__mean_gold_rank,retrieval__orig_rank1_correct__variants__jaguar_only__mean_margin,retrieval__orig_rank1_correct__variants__bg_only__rank1,retrieval__orig_rank1_correct__variants__bg_only__rank5,retrieval__orig_rank1_correct__variants__bg_only__median_gold_rank,retrieval__orig_rank1_correct__variants__bg_only__mean_gold_rank,retrieval__orig_rank1_correct__variants__bg_only__mean_margin,retrieval__orig_rank1_wrong__bg_vs_jaguar__share_bg_better_rank,retrieval__orig_rank1_wrong__bg_vs_jaguar__share_bg_better_rank1,retrieval__orig_rank1_wrong__bg_vs_jaguar__share_bg_better_rank5,retrieval__orig_rank1_wrong__bg_vs_jaguar__share_bg_better_margin,retrieval__orig_rank1_wrong__bg_vs_jaguar__median_rank_delta_bg_minus_jag,retrieval__orig_rank1_wrong__bg_vs_jaguar__mean_margin_delta_bg_minus_jag,retrieval__orig_rank1_wrong__variants__orig__rank1,retrieval__orig_rank1_wrong__variants__orig__rank5,retrieval__orig_rank1_wrong__variants__orig__median_gold_rank,retrieval__orig_rank1_wrong__variants__orig__mean_gold_rank,retrieval__orig_rank1_wrong__variants__orig__mean_margin,retrieval__orig_rank1_wrong__variants__jaguar_only__rank1,retrieval__orig_rank1_wrong__variants__jaguar_only__rank5,retrieval__orig_rank1_wrong__variants__jaguar_only__median_gold_rank,retrieval__orig_rank1_wrong__variants__jaguar_only__mean_gold_rank,retrieval__orig_rank1_wrong__variants__jaguar_only__mean_margin,retrieval__orig_rank1_wrong__variants__bg_only__rank1,retrieval__orig_rank1_wrong__variants__bg_only__rank5,retrieval__orig_rank1_wrong__variants__bg_only__median_gold_rank,retrieval__orig_rank1_wrong__variants__bg_only__mean_gold_rank,retrieval__orig_rank1_wrong__variants__bg_only__mean_margin,stability__all__mean_stability_jaguar_only,stability__all__mean_stability_bg_only,stability__all__median_stability_jaguar_only,stability__all__median_stability_bg_only,stability__all__share_bg_more_stable,stability__all__mean_stability_delta_bg_minus_jag,stability__all__median_stability_delta_bg_minus_jag,stability__orig_rank1_correct__mean_stability_jaguar_only,stability__orig_rank1_correct__mean_stability_bg_only,stability__orig_rank1_correct__median_stability_jaguar_only,stability__orig_rank1_correct__median_stability_bg_only,stability__orig_rank1_correct__share_bg_more_stable,stability__orig_rank1_correct__mean_stability_delta_bg_minus_jag,stability__orig_rank1_correct__median_stability_delta_bg_minus_jag,stability__orig_rank1_wrong__mean_stability_jaguar_only,stability__orig_rank1_wrong__mean_stability_bg_only,stability__orig_rank1_wrong__median_stability_jaguar_only,stability__orig_rank1_wrong__median_stability_bg_only,stability__orig_rank1_wrong__share_bg_more_stable,stability__orig_rank1_wrong__mean_stability_delta_bg_minus_jag,stability__orig_rank1_wrong__median_stability_delta_bg_minus_jag
fg_contribution_eva02_base,eva02,triplet,base,0.2560240963855422,0.23493975903614459,0.21987951807228914,0.6445783132530121,0.0,0.17930994654377272,0.9969879518072289,0.9969879518072289,1.0,1.1325301204819278,0.6657172166349659,0.7289156626506024,0.7590361445783133,1.0,12.737951807228916,0.17042733435743454,0.8644578313253012,0.8825301204819277,1.0,4.427710843373494,0.34973728090120726,0.2537764350453172,0.23564954682779457,0.22054380664652568,0.6435045317220544,0.0,0.17982775486409214,1.0,1.0,1.0,1.0,0.6685349090852046,0.7311178247734139,0.7613293051359517,1.0,12.55287009063444,0.1715788009162891,0.8670694864048338,0.8851963746223565,1.0,4.3202416918429005,0.3514065557803812,1.0,0.0,0.0,1.0,-34.0,0.007915392518043518,0.0,0.0,45.0,45.0,-0.2669389843940735,0.0,0.0,74.0,74.0,-0.21070809662342072,0.0,0.0,40.0,40.0,-0.2027927041053772,0.5877040072557438,0.717086529291897,0.5978507995605469,0.7942830622196198,0.6626506024096386,0.12938252203615316,0.16925236582756042,0.587528904129011,0.7172842695183624,0.5958876609802246,0.7949228286743164,0.6616314199395771,0.1297553653893514,0.17139607667922974,0.6456631422042847,0.6516345143318176,0.6456631422042847,0.6516345143318176,1.0,0.005971372127532959,0.005971372127532959
fg_contribution_miewid_base,miewid,triplet,base,0.02108433734939759,0.018072289156626505,0.012048192771084338,0.06626506024096386,17.5,-0.46658313534424517,0.9939759036144579,0.9939759036144579,1.0,1.286144578313253,0.44692038493343145,0.9668674698795181,0.9819277108433735,1.0,1.3765060240963856,0.3537154387548027,0.33433734939759036,0.4307228915662651,21.0,44.83132530120482,-0.11286769658944244,0.021212121212121213,0.01818181818181818,0.012121212121212121,0.06666666666666667,17.5,-0.46822938467234826,1.0,1.0,1.0,1.0,0.4507118419264302,0.9696969696969697,0.9848484848484849,1.0,1.2303030303030302,0.3559801746950005,0.33636363636363636,0.43333333333333335,19.5,44.7,-0.11224920997734775,0.0,0.0,0.0,0.0,41.0,-0.19495199620723724,0.0,0.0,48.5,48.5,-0.1786700189113617,0.5,0.5,25.5,25.5,-0.019965991377830505,0.0,0.0,66.5,66.5,-0.21491798758506775,0.7828559659152146,0.2682203267285802,0.8155587613582611,0.23985645174980164,0.06325301204819277,-0.5146356391866344,-0.5699825286865234,0.7849539077643192,0.2671199336760875,0.8169101178646088,0.23985645174980164,0.06060606060606061,-0.5178339740882317,-0.5699825286865234,0.43669556081295013,0.44978518038988113,0.43669556081295013,0.44978518038988113,0.5,0.013089619576931,0.013089619576931
